Years,Email,Gender,Age,Spend,CustID,Scores,Amount,Purchases,Income,Churn
10,0,1,23,9.00235,15320,3,502.1274690406628,10,23.29,0
8,0,1,23,8.75376,14492,3,499.7672988811386,8,22.425,0
9,0,1,24,9.14439,20545,2,501.51837903735156,10,22.261,0
7,0,1,22,5.7199,14213,2,499.8524476943225,11,23.824,1
7,1,1,22,9.06208,14588,2,501.60686017434654,8,21.661,0
10,0,1,25,8.74697,12305,3,499.1063733030476,11,23.974,0
7,1,0,28,7.53362,12795,3,497.98477189048276,12,21.165,0
8,1,1,21,6.15484,13611,2,500.31825457482,11,24.729,1
7,1,1,25,9.49604,11482,3,501.73171490459015,10,21.125,0
9,0,1,26,9.85646,21046,3,500.5191430137666,11,23.421,0
7,0,1,21,9.1915,16527,3,503.5162069850947,8,21.105,0
7,1,0,28,9.20495,21205,3,497.6583728551269,13,24.598,0
12,0,0,28,8.01832,16653,3,496.6824515001096,14,26.923,0
7,0,1,22,8.70773,294,3,502.5713321814402,9,20.767,0
9,0,1,24,7.75234,22339,3,499.0475040792507,10,23.205,0
10,1,0,22,9.2202,20482,2,499.7670626041571,6,24.109,1
9,0,1,27,10.1121,13757,3,500.5612539754815,13,24.56,0
6,1,1,25,8.50436,16809,3,500.12023516794534,10,21.191,0
8,0,0,27,8.24132,22705,3,498.86349459704394,11,22.216,0
10,1,0,33,10.65626,565,3,497.7839119328264,16,25.041,0
10,0,0,27,9.34824,13315,2,500.1132659669416,11,23.006,0
8,0,1,24,9.70579,11422,3,501.58297297652365,11,23.586,0
9,1,1,28,12.3531,20228,3,503.6683952992304,14,24.287,0
7,0,1,25,8.15316,21234,3,499.98384175389003,10,21.452,0
9,0,1,25,7.51147,3236,3,499.8060911683471,10,21.373,0
8,1,1,24,11.53373,16828,2,503.5667700749144,9,23.356,0
10,1,1,23,10.48649,22879,3,501.8862371822685,7,22.644,1
10,0,0,27,9.31717,3821,3,498.8927922718625,11,23.483,0
8,0,0,27,8.26349,19972,3,498.93413970974854,12,22.378,0
11,0,1,28,8.35511,2666,3,498.743643779641,13,23.461,0
8,0,0,23,7.40672,18314,1,499.9618466854052,10,23.215,1
8,0,1,24,8.11363,18680,3,500.92449231510824,9,21.203,0
8,0,1,26,8.57775,22401,3,499.51855587403077,11,21.934,0
8,0,1,22,7.96566,7125,3,500.2988918484092,8,22.294,0
8,0,1,22,8.58461,12365,3,502.56524743739,9,21.486,0
9,0,0,26,8.52684,22707,3,498.8581657160201,12,24.652,0
6,1,1,28,9.87476,2444,3,501.62152866440505,12,21.119,0
6,0,1,22,8.29938,16380,2,502.47407358944145,10,22.12,1
9,0,0,27,7.28298,12477,3,496.8504953362228,12,23.73,0
9,1,1,26,9.95124,15700,3,501.37134803140293,11,22.589,0
6,1,1,25,9.67021,6591,3,501.5275028635504,11,21.519,0
7,1,1,28,10.88186,276,3,501.1655364218641,11,21.401,0
6,1,1,23,9.65569,18377,3,502.66133672288265,9,20.659,0
8,1,1,23,10.3627,20201,3,502.74743278919806,8,22.359,1
10,1,1,26,10.63351,3549,2,504.2422541052409,12,22.459,0
6,0,1,21,8.63626,8845,3,502.1706519811548,7,20.667,0
8,0,1,23,7.60344,15672,3,500.63289115638423,10,22.092,0
9,1,1,23,12.42004,21847,3,503.36540321469323,6,21.029,1
9,0,1,27,8.78979,20455,4,497.6078665919636,13,24.917,0
9,0,1,24,9.27349,17133,3,500.8998702339522,10,24.239,0
8,1,1,25,10.04347,16459,3,501.70351274582544,11,23.001,0
8,0,0,25,8.21626,12122,4,497.6603021514606,11,24.722,0
9,0,1,24,7.32192,2148,3,498.8021708708693,11,24.167,0
6,1,1,23,10.64852,16793,2,503.6510580879682,8,20.166,0
9,0,1,20,10.01262,2750,3,502.47971679292954,8,24.628,0
8,1,0,25,9.49929,14678,2,500.29496832832825,9,21.868,0
10,0,0,25,8.47955,12462,3,498.2508005881785,11,24.932,0
9,1,0,30,7.51149,8237,3,496.12425663808585,13,22.643,0
8,0,1,21,8.30078,19689,3,501.1611753359309,8,22.874,0
9,1,0,28,9.3181,2730,3,499.71689661930424,12,23.217,0
10,1,1,25,8.27931,12518,3,498.3521374012779,9,21.862,1
7,1,1,23,11.04675,22822,3,503.61424061969564,10,22.806,0
11,1,1,24,13.89797,16524,2,503.9930987394584,6,22.294,1
9,0,1,22,7.99965,12438,2,501.3283896178478,10,23.248,0
7,0,1,26,9.13425,20376,4,500.1568463777158,12,22.704,0
7,1,1,26,10.32482,22823,3,500.69451573257965,10,22.256,0
7,0,1,23,8.04351,1686,3,499.8447602939979,7,21.324,0
9,0,1,25,7.82833,22586,3,498.9411620427643,11,22.65,0
8,0,1,24,7.34463,9525,4,498.65207799344745,11,23.438,0
7,0,1,21,8.4381,21972,2,503.1595913681478,10,23.457,1
8,1,0,27,8.55079,3292,3,498.48090503085945,11,21.76,0
7,0,1,22,9.3012,20010,3,501.43174365707904,7,21.039,0
5,1,1,21,9.05408,5450,3,502.1357186304057,7,20.88,0
10,1,1,22,10.49896,20180,2,501.6579015463543,7,23.541,1
8,0,1,23,9.59295,12624,3,500.0867159057585,9,24.373,0
11,0,1,28,10.19926,17723,3,500.7529506954092,14,25.316,0
10,0,0,27,8.52272,16128,3,497.7297623893273,12,25.139,0
9,0,1,24,9.50122,7694,2,502.95257375527075,9,21.45,0
6,1,1,26,9.48541,17576,3,499.88844864220664,10,20.845,0
7,0,1,25,7.93397,10252,4,498.6830084229907,11,22.586,0
7,1,1,24,10.13129,12785,3,501.53398853135076,10,22.498,0
10,0,0,27,7.79761,18946,3,498.60954746918475,12,23.187,0
11,0,1,26,9.36139,7837,3,499.9708903506173,12,24.832,0
9,0,1,21,9.87806,10900,2,504.8376870926036,11,24.797,1
14,0,1,25,7.59728,8154,2,499.8378081036767,13,26.608,0
10,0,1,26,8.44605,21361,2,500.088376052546,12,23.219,0
7,1,0,28,9.15233,19801,3,499.2421870593549,13,23.047,0
10,1,1,23,9.88705,5751,3,501.3699420248318,8,22.446,1
7,1,0,29,10.75767,5632,3,500.9026915088646,12,22.189,0
7,1,0,29,10.78475,581,3,499.6388794648606,13,23.556,0
9,1,1,24,11.13645,20591,3,503.1159716720734,9,21.898,1
8,0,1,24,8.10725,21608,3,499.4797913174141,9,22.3,0
9,0,1,25,9.30908,6412,3,500.0931892925539,11,24.705,0
9,0,0,27,6.95048,10534,3,496.9623190158491,11,22.762,0
8,0,1,25,9.00745,1937,2,500.49129991743933,10,22.471,0
11,0,0,27,10.22035,8882,3,499.6919286056559,12,25.37,0
6,1,1,22,10.64763,15670,3,503.23613147133494,9,22.655,0
5,1,1,24,11.46204,4415,3,503.4785320630872,9,21.734,0
7,1,1,26,9.57224,1518,3,500.9485474757524,11,21.981,0
8,1,0,30,10.54116,2447,3,499.3067323187328,13,23.016,0
8,1,0,27,9.8064,22665,3,498.9439270329943,11,22.596,0
8,0,1,24,8.64666,7155,3,499.6752156305896,10,23.277,0
9,0,1,23,7.5412,11621,4,497.1465714890521,10,25.438,0
11,0,0,26,9.02916,5987,3,498.5991475467342,12,26.015,0
9,0,1,24,9.45988,4521,3,501.82015379609936,11,23.124,0
8,1,0,24,8.87895,14271,3,500.0270730166766,8,21.781,0
7,1,1,24,11.27759,22604,3,503.6977423169888,9,21.779,0
10,0,1,25,6.96711,19411,3,497.55160832753944,12,24.934,0
6,0,1,21,5.87045,13508,3,500.6454090340537,12,24.236,1
6,1,1,25,9.17222,21440,3,500.2166263754611,9,20.927,0
7,0,1,22,8.0749,18326,3,500.7509441744122,8,21.418,0
10,0,1,25,9.52727,22253,3,499.8578901696985,12,26.092,0
9,0,1,23,10.58848,11873,2,504.06367189553447,9,22.809,0
9,1,1,27,9.67635,13754,2,500.63626211664035,10,21.204,0
9,0,1,22,12.29275,4614,3,504.9946239212968,8,22.955,1
7,1,1,28,9.41241,18227,3,500.1211179268829,12,21.024,0
7,0,1,24,9.31988,11075,4,499.8996409840866,10,23.707,0
10,0,1,25,8.18188,22976,3,499.92290528698777,13,25.219,0
9,1,1,22,9.14529,8197,2,500.7044252050707,7,23.373,1
9,0,1,25,8.80723,10705,3,500.1472763051485,11,23.396,0
7,1,1,28,8.37627,11266,3,499.51671141181265,11,19.865,0
9,0,1,27,8.13914,2769,4,497.8241770895309,13,24.837,0
8,0,1,21,9.27391,8286,3,503.412750134041,9,22.148,0
8,0,1,25,7.61139,2118,3,498.8207433156459,11,22.933,0
9,0,1,23,7.67804,9371,3,500.118475517212,9,23.339,1
9,0,1,25,9.17725,1097,3,500.95442150002316,10,22.16,0
9,1,1,22,11.26723,5113,2,504.3169653236853,8,23.429,1
9,0,1,21,9.67287,20584,2,504.0562647235883,9,22.454,0
7,1,1,27,12.0235,20409,3,502.4064000922645,12,23.667,0
8,0,1,23,9.59043,17193,2,502.54723316719713,10,22.29,0
6,1,0,28,9.14452,8357,3,498.0917062088158,10,21.874,0
8,0,1,22,7.47624,16317,3,499.52552808338817,8,22.3,0
8,1,1,25,10.64367,20118,3,502.3819349334795,10,22.87,0
10,0,1,24,10.11107,10665,3,501.4237807209772,11,24.705,0
10,0,1,25,6.86243,20154,3,498.3351033725321,11,23.151,0
8,0,1,26,6.58726,16986,4,496.2910888825119,11,22.028,0
9,0,1,27,8.77433,13240,3,499.17095353933286,11,22.135,0
6,1,1,24,10.22945,22023,3,501.4704726871515,8,22.031,0
10,0,1,26,9.22453,17027,2,501.23365476014135,11,22.93,0
6,1,1,25,11.00458,10204,3,502.11690804755403,10,22.043,0
3,1,0,26,8.94213,19201,3,499.72049686400504,8,18.731,0
8,1,1,22,7.87681,12230,2,499.832482978737,8,23.464,1
9,0,1,25,8.13425,4633,3,498.64695794436386,11,24.134,0
8,0,1,23,8.27362,3594,3,500.60174939243325,8,21.794,0
8,0,1,24,9.24186,2690,3,500.96728007466805,10,23.309,0
8,0,1,24,9.65504,534,3,501.58662283909763,11,23.018,0
6,1,1,26,9.26247,13157,4,499.45344363786944,11,22.047,0
8,1,0,29,9.41629,17087,3,498.5129030708867,12,23.13,0
8,0,1,24,9.02308,11100,3,500.9491990091087,9,21.925,0
9,0,1,27,7.6637,9174,3,499.06442016741636,12,22.813,0
8,0,1,25,8.85176,22059,3,501.12097583844997,11,22.29,0
9,1,0,28,10.37013,2018,3,499.8620976811442,13,24.215,0
8,0,1,25,8.21277,21983,3,499.47814291442427,9,21.768,0
10,0,0,25,8.69329,18543,3,497.8569901751605,11,25.892,0
8,1,1,24,7.43922,22952,2,499.47948464188937,10,22.892,1
9,1,1,27,8.57613,3946,2,499.78136088745373,11,20.577,0
8,1,1,24,10.99727,10915,2,503.56491769988867,10,22.405,0
8,1,1,21,8.04551,21515,3,500.9066272732164,9,23.579,1
8,0,1,22,10.05189,20119,3,503.601965016873,9,22.249,1
9,0,1,25,8.32714,11276,3,499.45881493003924,12,24.904,0
8,0,1,22,8.13058,19981,3,500.2430983099101,8,22.446,0
9,1,0,27,11.1233,3482,3,499.74697448156576,12,25.477,0
11,0,1,20,7.88311,5426,2,500.6250985722837,8,24.677,0
5,1,0,28,9.53786,20542,4,497.7506182411065,11,22.489,0
8,0,1,22,9.71761,6786,2,502.74482454221044,8,23.379,1
9,1,1,29,9.97266,6093,3,500.27257004579775,13,22.918,0
8,1,1,25,9.58613,1147,3,499.9605751221514,11,23.49,0
6,1,1,27,8.92731,4473,3,499.40456979385453,13,22.937,0
9,1,0,23,8.92818,12366,2,500.5630633735477,8,23.798,1
9,0,1,24,8.67521,21822,3,500.47141444150407,10,23.585,0
11,0,1,25,7.21923,19076,3,497.9547582206896,11,24.809,0
10,0,1,24,8.52865,1624,2,500.6130232017311,10,23.315,0
10,0,0,28,8.56967,15482,3,497.7124040232584,13,24.453,0
10,0,1,24,10.44634,13069,3,502.70738048163514,10,23.746,0
7,0,1,26,8.88501,5324,4,498.0781124471907,11,24.196,0
9,1,1,24,8.98025,1421,2,499.9333299447644,9,22.831,1
8,1,1,26,9.88187,19799,3,499.8681531031841,10,22.96,0
8,1,1,24,9.88992,9599,2,501.72130383027303,9,22.092,1
10,0,0,28,8.6701,15903,3,497.9417083179987,12,24.271,0
11,0,1,26,10.39364,949,3,499.99536167023587,12,25.77,0
10,0,1,24,6.44163,20882,3,497.57708201765377,11,23.592,0
11,0,1,24,9.79735,3597,3,501.30527985771124,11,25.372,0
12,0,0,29,9.07786,11472,3,498.18249158545177,14,26.07,0
9,0,1,24,8.50919,5039,3,499.406696328838,11,24.244,0
9,0,1,23,8.47176,11898,3,500.4127683476261,9,23.389,0
8,0,1,25,8.96613,7966,3,500.4352639168344,11,22.423,0
5,1,1,26,9.27226,11226,3,500.2688385277174,10,20.061,0
6,1,1,22,10.459,5133,2,506.1673170668031,8,19.237,0
10,0,1,22,9.50561,8634,3,502.06298224839213,10,24.276,0
7,1,1,23,10.83013,19674,3,502.1464055376196,8,23.218,0
8,0,0,24,7.55633,3638,2,498.7632283993924,8,21.102,0
8,1,1,23,11.72983,22627,3,504.3990527966169,7,21.086,1
9,1,0,24,7.88705,15938,2,498.7195444076114,8,22.205,1
11,0,1,24,9.7068,22344,3,500.266833202625,10,25.056,0
7,0,1,22,9.65206,21395,2,504.3887088208328,9,21.169,0
11,0,0,29,9.88123,22141,3,498.25483790780555,14,26.2,0
6,1,1,26,9.71774,12892,4,499.71103462217354,11,21.854,0
8,1,0,25,9.49293,17863,2,499.43381035738577,6,20.536,0
8,0,1,21,8.15542,20456,3,501.0191361160427,7,21.635,0
8,1,0,27,10.7246,3579,3,500.90738987196056,11,22.548,0
9,1,0,27,9.11687,16347,2,500.0006984134263,11,22.087,0
11,0,0,28,8.37643,20480,3,496.55107212346525,13,26.095,0
10,0,1,25,8.56695,13704,3,500.22567666320396,11,23.401,0
9,1,0,28,8.95258,16507,3,498.35681529967377,11,23.027,0
10,0,1,22,8.02703,8651,3,500.26024830016837,10,24.227,0
6,1,1,24,8.85919,21175,3,502.00906867493046,9,19.704,0
7,0,1,23,7.36909,15208,3,499.5169887821828,8,21.364,0
7,0,1,21,8.39676,16741,2,502.527011447236,8,20.719,0
9,0,0,28,8.3633,20447,3,497.87710331286013,12,23.0,0
8,1,1,23,10.59504,10858,3,502.50895379677837,10,24.363,0
5,1,1,26,10.25845,6209,3,501.52608237232005,11,21.253,0
12,0,1,24,7.24108,7247,3,498.1857802770576,11,25.027,0
9,0,1,23,8.73385,15826,3,500.5488521417521,10,23.945,0
7,0,1,24,9.19343,17170,4,499.3197436375986,10,23.966,0
10,0,1,24,5.09265,3896,3,496.9492492952825,10,23.183,0
10,0,1,26,8.69595,21778,3,498.55791037046527,10,23.584,0
7,0,1,25,8.77212,4485,4,498.60475968135614,10,22.654,0
10,0,1,24,9.12432,19258,3,500.21308689275816,9,24.059,0
10,0,1,23,11.23139,2484,3,503.3117484163928,10,25.614,0
9,0,1,25,9.05323,2936,3,499.4428999333746,12,24.928,0
9,0,1,23,8.88313,14672,3,501.43402747271267,9,22.992,0
12,0,0,28,6.72829,14066,3,495.70247557220284,13,25.802,0
9,0,1,23,9.41957,3757,3,500.6706589348731,9,23.288,0
10,1,0,30,9.67008,11648,3,498.7693667694419,14,24.643,0
9,1,0,26,9.69506,5590,3,499.503253812555,11,24.132,0
7,0,1,24,8.82585,4405,3,501.20138193480244,9,20.975,0
9,1,1,23,9.79671,15341,2,501.9317195801399,8,23.404,1
12,0,0,25,8.00245,13365,3,498.6165748310951,11,24.382,0
8,0,1,24,8.63706,6397,4,500.03769755607607,11,23.505,0
8,0,1,19,9.80282,18422,1,503.83196774687104,8,25.232,1
7,1,0,26,7.7026,1093,2,498.28468008129835,9,20.794,1
8,0,1,24,8.72064,22802,3,500.4497159952449,10,22.747,0
7,1,1,21,10.74935,14410,2,506.0870080895995,8,20.306,0
9,1,0,26,9.26516,20258,3,499.8410387387976,10,23.137,0
9,0,0,25,7.14368,11894,3,496.7607549099169,10,24.133,0
9,0,1,23,7.29848,8225,3,499.34859024943626,10,23.074,0
9,0,1,24,8.79841,2314,3,500.9091727236094,11,24.149,0
10,0,0,27,8.16158,7972,3,497.23185068590533,12,25.299,0
10,1,1,22,9.52096,3581,3,500.38770099291384,6,23.142,1
5,1,1,27,10.56924,17494,3,501.62350341700494,10,20.293,0
8,1,0,30,10.73392,10339,3,499.0013654299966,12,22.664,0
8,0,1,23,9.68428,6815,3,503.1254421607066,10,21.559,0
11,0,0,26,8.79827,10941,3,498.44606186596695,12,26.886,0
8,1,1,26,10.74665,13917,2,502.70307577528035,11,22.97,0
9,0,1,25,8.42794,21229,3,499.4843653315491,12,24.078,0
8,1,1,30,11.7134,1092,4,500.2751568132512,13,23.039,0
9,0,1,26,9.68681,4893,3,501.2185571209872,12,22.983,0
9,1,1,27,10.27574,6567,3,500.5867384557817,11,22.877,0
5,1,1,24,9.84873,20530,3,500.99210055880127,8,21.231,0
6,1,0,25,8.81643,2755,3,500.14272662498365,8,20.082,0
9,0,0,27,8.56962,12894,3,499.35316892239575,12,23.204,0
7,1,1,24,9.95755,8077,2,503.16034274715344,9,21.07,0
10,0,1,22,6.86697,19448,3,499.36915066578257,9,23.255,0
7,1,1,24,10.2654,10688,3,501.3820539807631,10,23.43,0
9,1,0,27,8.92641,5070,3,497.1113759635961,11,24.492,0
7,0,1,23,9.7951,3031,3,502.5993356033733,9,22.19,0
9,0,1,25,10.43677,5958,3,501.7029157939763,12,24.775,0
7,1,0,24,5.9145,14160,2,498.375763605954,10,22.013,1
10,1,1,23,10.00275,7228,2,501.4898217008105,8,23.075,1
9,1,1,24,10.18544,10989,2,502.69486615747263,9,21.626,0
8,0,1,25,8.80355,20263,3,498.6690023330645,10,23.841,0
9,0,1,27,8.28772,3310,3,499.14452446588314,13,23.93,0
9,1,0,29,9.94409,13468,3,499.19841157034534,13,24.683,0
7,1,1,22,9.51919,1784,2,502.1001929737875,7,21.614,1
13,0,1,24,6.50343,11504,3,497.7725190523454,11,25.004,0
9,1,1,23,8.68833,8876,3,500.4528644081464,9,22.951,1
10,1,1,26,9.85258,5648,3,501.0033372577505,11,22.974,0
10,0,1,27,9.45125,9743,3,500.4152481066073,12,23.858,0
8,0,1,24,9.7186,21159,3,501.3987705729006,10,23.284,0
8,0,1,22,10.31646,12546,3,501.9801181341681,9,24.09,0
9,1,1,23,9.793,3198,2,501.7356284484661,8,22.778,1
8,0,1,23,9.52133,12059,3,500.2788016269145,9,24.159,0
9,0,1,24,9.26896,10150,2,501.67654304782536,10,22.31,0
7,1,1,28,11.13094,9583,3,502.70374554926855,12,21.751,0
9,0,1,23,7.21862,17075,3,499.02175865219453,10,23.383,0
7,0,1,24,7.83899,11841,4,497.6741076739451,10,23.953,0
6,1,1,20,11.52967,19017,3,505.88198561327545,7,21.73,0
6,1,1,26,11.31674,5545,3,502.44714905014104,10,21.677,0
7,0,1,22,8.98321,18717,2,503.57217442874435,11,23.517,1
9,0,0,22,12.46361,6414,2,503.447700670122,6,22.962,1
9,0,1,25,8.37856,12751,3,499.736696062354,11,23.267,0
8,1,1,26,11.11087,3804,3,503.04467151577495,12,23.193,0
7,0,1,26,8.51708,4725,3,499.0739166706865,11,21.823,0
7,1,1,27,11.2913,15343,3,501.96389506968404,11,22.394,0
6,0,1,23,7.65306,19771,3,500.30594046739225,9,20.742,0
8,0,1,24,8.92857,3165,2,501.1583785298474,9,22.068,0
9,0,0,28,8.90343,14769,3,498.6368768668153,13,24.142,0
10,1,0,27,10.59224,12360,2,499.2673907648842,7,20.515,1
8,1,0,24,7.23797,8457,2,498.41613942630187,8,21.684,1
8,0,1,25,8.97577,14581,3,500.15749404253944,10,22.536,0
8,1,0,27,9.20151,21848,3,497.83896661260513,11,24.031,0
8,1,0,27,8.38084,16833,3,497.4642516862896,11,22.667,0
8,0,0,24,8.72171,21303,3,499.43443470583645,9,23.228,0
9,1,1,24,10.73651,22194,3,501.8149382769693,8,21.866,1
8,1,0,24,4.53765,11792,2,495.91402137551273,9,22.474,1
8,0,1,24,10.5624,6301,3,502.32198613123484,10,23.22,0
8,0,1,22,8.84433,3088,2,501.29103713159253,8,21.812,0
8,0,1,23,9.79469,21310,3,501.2748794357906,9,23.073,0
8,1,0,28,10.76326,7382,3,499.55320802990747,11,23.563,0
10,1,1,23,9.39582,16158,3,501.10278756229263,8,23.168,1
10,1,0,24,6.90658,11015,2,497.7467691766133,9,24.06,1
9,0,1,25,8.27571,698,3,499.40062054070677,12,23.6,0
11,0,1,23,7.52651,566,2,499.6183488070451,9,22.868,0
9,0,0,30,7.49313,5775,4,496.4449746543121,14,22.477,0
10,1,1,22,11.6567,19012,2,502.51530726328497,6,24.145,1
8,1,1,23,8.28998,12151,2,500.894554661277,9,22.608,1
6,1,1,21,9.84854,4615,3,502.96941993323003,6,20.183,0
10,0,0,26,7.94217,13106,3,498.2650053908863,11,23.889,0
8,0,1,23,9.12025,12155,3,501.3332591934299,9,22.654,0
9,0,1,23,10.18231,7032,2,502.3073690140961,10,23.774,0
7,1,0,23,8.31385,20483,3,499.1420666400976,7,21.223,0
7,1,0,26,8.76387,7685,3,499.6700235067106,10,20.916,0
8,1,1,20,9.61236,22230,2,503.9871846378843,10,25.863,1
10,0,1,24,9.25348,10870,3,501.2994068501677,11,25.094,0
6,1,1,26,9.81991,11285,3,501.65963121317066,11,20.876,0
11,0,1,28,9.00256,16012,3,499.1500903503473,14,24.942,0
8,1,1,25,11.73764,4822,3,503.54480251528895,10,22.921,0
8,0,0,26,7.10528,3652,4,495.9137897003358,11,23.276,0
9,0,0,28,7.84215,13387,3,498.0038033780637,13,22.836,0
11,0,1,26,8.23726,8900,3,499.674228722023,13,24.643,0
6,1,1,25,8.13316,14560,3,499.5146300745646,9,19.875,0
9,0,1,23,8.70803,1761,2,503.3753002690985,10,21.205,0
8,0,1,26,8.87439,1560,2,501.3774787483242,11,21.704,0
9,1,1,22,9.42577,17078,2,501.96552560573895,9,24.054,1
9,1,1,25,10.25295,15393,3,500.34671595464397,11,25.006,0
9,0,0,27,9.1009,3533,4,497.5083876496694,13,25.843,0
9,0,1,23,9.23611,8483,3,501.6404066098392,10,23.635,0
11,0,0,27,8.21784,9267,3,496.7894516804531,11,25.095,0
10,0,1,22,9.31096,4421,2,502.7528375149251,9,23.139,0
8,0,1,22,9.31206,5731,3,502.49834859663446,9,22.452,0
8,0,1,24,8.10082,432,2,500.1651886203234,8,20.719,0
8,0,1,24,9.08557,13718,3,500.58822329610524,9,22.06,0
9,0,0,25,7.50484,20719,3,498.01546017509224,10,22.964,0
9,1,1,24,9.72823,22274,3,500.5460999060643,8,22.279,1
10,1,1,23,8.82579,18593,2,500.6874025797649,9,23.785,1
6,0,1,21,8.76508,14291,3,501.8647883341533,7,21.745,0
7,1,0,23,5.74288,22796,2,499.2589885270583,11,23.772,1
9,1,0,21,9.17845,18087,1,501.52954879737246,8,25.318,1
7,0,0,27,7.78697,13854,4,497.39226303794635,11,22.283,0
6,0,1,24,8.30999,8259,3,500.98548051179637,9,20.82,0
9,0,1,23,8.18844,3543,3,500.2894235875523,10,23.522,0
7,1,1,22,11.13237,15782,3,503.7783482134672,9,22.417,0
7,0,1,26,8.3961,9420,3,499.8532147556564,11,21.211,0
9,1,0,27,9.84012,21220,3,498.5181929580772,11,24.012,0
9,1,0,25,9.05662,9016,2,499.85848207505137,8,22.156,1
8,0,1,21,8.41523,10328,3,500.73365975000587,8,23.278,0
10,1,1,27,10.48804,9459,2,502.46734575452416,10,21.211,0
11,0,0,27,7.5742,3709,3,497.18636782099,13,25.28,0
9,0,1,27,8.74353,4363,4,498.38377226516576,13,25.018,0
9,0,1,20,7.2904,12370,2,502.034094372163,7,21.454,0
8,0,1,22,7.85018,3819,3,501.14604649769126,8,21.737,0
8,0,1,22,10.94308,9485,1,504.312970991115,8,23.655,1
11,0,1,25,7.98513,10262,3,498.2518044721557,12,25.265,0
4,1,1,24,9.77524,12697,3,502.2258407266159,8,18.517,0
7,1,1,30,8.76564,21564,3,498.9622795509189,14,21.599,0
8,0,1,23,8.54731,1230,2,501.70820538133,8,21.507,0
10,0,1,25,6.50814,18008,3,498.004899323964,11,23.834,0
9,1,1,25,9.78782,18805,2,500.43242501516715,8,21.506,1
9,0,0,21,9.10201,14257,1,502.1348541972854,8,24.599,1
9,0,1,23,9.43591,20503,2,504.2048010026385,10,21.752,0
9,1,0,27,10.01201,5241,3,499.61156065756967,11,23.981,0
6,1,1,28,9.10062,14259,4,498.8751600329853,12,21.938,0
8,1,1,26,9.85252,15880,3,500.8669274666104,11,22.885,0
7,1,1,24,10.8265,8114,2,503.1293048082709,9,21.602,0
13,0,0,29,6.90723,10117,3,497.0698239250347,15,25.443,0
8,0,1,24,7.90692,1501,3,498.6230466672769,10,23.288,0
9,0,1,21,8.67621,6696,2,502.58137774013727,8,21.598,0
11,0,0,29,8.42786,5783,3,497.52759205612296,14,24.827,0
10,0,0,26,6.12312,20865,4,494.08670830057457,12,26.084,0
8,0,0,27,7.91731,18069,3,498.0248517571815,11,22.538,0
7,0,1,25,8.16733,14818,3,499.3053320099424,10,21.818,0
9,0,1,26,8.73018,12489,3,500.4366186648872,11,22.67,0
12,0,1,24,7.11707,12950,3,499.21530683243117,10,23.537,0
8,1,1,22,8.75335,2289,2,501.31829368983165,9,23.902,1
7,1,1,22,12.13575,6571,3,504.81652415822674,9,23.364,0
11,0,1,24,6.81154,285,2,498.8519417821452,11,23.561,0
12,0,1,24,8.4897,11753,2,500.5115138246351,11,24.605,0
9,0,1,26,9.10564,12810,3,500.5093562683799,12,24.687,0
9,1,1,25,11.99482,768,3,503.0679521055343,11,24.829,0
9,0,1,23,8.25433,4219,3,500.88558993542364,9,21.986,0
6,1,0,25,9.54445,3435,3,500.35437040698685,10,22.233,0
9,0,1,22,8.37759,22567,3,502.5394296784735,10,23.061,0
5,1,1,27,11.01142,2642,3,502.4170982461355,11,20.786,0
9,0,0,25,7.44546,2518,3,496.8740486921004,10,23.808,0
9,0,1,22,7.92251,8043,3,500.592276881354,9,23.348,0
9,0,1,24,8.77283,10105,2,501.06587170765437,9,22.2,0
8,0,1,22,7.87874,21376,3,499.8721556125504,9,22.534,0
8,1,1,25,9.4682,12350,3,500.72150093460095,10,22.012,1
7,1,1,27,9.78,19051,3,500.6500862314256,11,21.452,0
7,1,1,26,10.41225,7798,3,502.109709034742,10,21.466,0
8,1,1,28,9.3249,7766,3,500.38807211354464,12,21.824,0
9,0,1,25,10.4348,15158,3,501.2772162334901,10,23.857,0
10,0,0,26,8.08565,2886,3,497.42470500749545,12,24.858,0
8,0,1,24,9.1573,14869,3,502.0531487555944,9,21.45,0
10,0,1,25,9.26143,11704,3,500.3024296541743,12,24.548,0
9,1,0,23,10.84797,1749,2,500.90930300883724,6,22.286,1
7,0,1,21,8.12497,18452,2,501.2535644326122,9,23.225,1
9,0,1,26,9.52573,15809,4,499.4474870507909,12,24.759,0
7,1,0,26,11.67262,13448,3,500.92175006281263,10,23.492,0
9,0,1,21,8.84328,14741,3,501.05838964212995,8,24.381,0
8,0,1,23,8.70566,7866,2,501.685046740155,8,21.467,0
9,1,0,28,10.6582,11558,3,499.7061991087824,12,23.844,0
6,1,1,25,11.49815,3012,3,502.75328284538494,9,21.071,0
10,0,1,23,8.75726,15842,3,501.3282003464695,11,24.596,0
7,1,1,24,7.54038,7389,3,499.8933178913397,10,21.056,1
10,0,1,23,9.72673,1440,3,500.7793293035128,10,24.964,0
6,1,1,26,8.40287,16511,3,500.05184427764704,11,20.453,0
10,0,1,24,7.06316,17654,3,499.2654641314272,11,23.505,0
7,1,1,26,10.81744,9626,3,501.00737501912306,11,23.343,0
10,0,1,26,9.76673,17181,3,501.563325687717,12,23.566,0
10,0,1,27,10.10316,12922,4,499.3245659899753,13,25.399,0
